PROJECT_REFID;PROJECTID;VERSION;PROJECT_TYPE;PROJECT_NAME;REMARKS;BCIREGION;ADDRESS;TOWN;PROVINCE;COUNTRY_NAME;PROJECT_STATUS;PROJECTSTAGE;CONST_START;CONST_END;TIME_STAMP;VALUE;USVALUE;LANGUAGE;CAT_1_NAME;CAT_2_NAME;CAT_3_NAME;CAT_4_NAME;CAT_5_NAME;DEV_TYPE;DEV_TYPEID;FLOOR_AREA;FOREIGN_PARTICIPATION;KEYWORD;LAST;MAJOR;OWNER_TYPE;OWNER_TYPEID;POSTCODE;PROJECTSTAGEID;PROJECT_NOTES;SITE_AREA;STOREYS;SUBCAT_1_NAME;SUBCAT_2_NAME;SUBCAT_3_NAME;SUBCAT_4_NAME;SUBCAT_5_NAME;SUBCAT_6_NAME;SUBCAT_7_NAME;SUBCAT_8_NAME;TIMETABLE_REMARKS;PROJECT_STATUSID;STATUS_DESC
106261635685809;216846002;1;HOUSES (18) - new - 2 storey;CITRALAND PURI SERANG - THE BEAUMOUNT CLUSTER (PHASE 2);* 18 x 2 storey houses (2 types of houses : 55 & 102 sq m) * Units to have 3 & 4 bedrooms * Internal road network * Gated entrance  Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : brick / light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated doors * Sanitary ware  Please find more information at www.citralandpuriserang.com;Java;Citraland Puri Serang, Jalan Raya Lingkar Selatan, Kelurahan Ciracas, Kecamatan Serang;Serang;Banten;Indonesia;Building Approval;Design & Documentation;22/10/2022;22/04/2023;23/02/2022 16:55:00;10220;0.711;;Residential;;;;;New construction;3;1460;0;;1;1;Commercial;4;42116;4;;50000;;Apartment, Condominium, Townhouse;;;;;;;;;165;CONSTRUCTION PERMIT APPROVED | MAIN CONTRACTOR EXPECTED TO BE APPOINTED BY NEGOTIATION 
106078610372604;211571002;3;FACTORY - new - single storey;GOLDENSNACK NEW FACTORY - KENDAL;* Single storey factory (approx. 3,600 sq m) * Production lines * Quality control room * Storage  Building elements include :  * Flooring : vinyl sheet flooring / epoxy flooring * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Facade : metal panel cladding * Roofing : metal sheet roof * Roof truss : steel frame * Piling : jacking pile  * Aluminium framed doors & windows / metal doors * Fire protection system * Security system;Java;Kawasan Industri Kendal, Jalan Tanjung Anom No.93, Desa Brangsong, Kecamatan Kaliwungu;Kendal;Central Java;Indonesia;Subcontractor(s) Appointed;Construction;20/08/2021;23/09/2022;23/02/2022 15:08:00;50000;3.479;;Industrial;;;;;New construction;3;3600;0;;1;1;Commercial;4;51371;8;;;1;Food & Beverage Processing;Factory;;;;;;;;164;CIVIL WORK SUBCONTRACTOR LISTED | EQUIPMENT HIRE SERVICES LISTED
106262435085471;216863002;1;HOSPITAL - refurbishment - 4 storey;RSUD TARAKAN - GEDUNG PELAYANAN;* 4 storey hospital (approx. 4,080 sq m) * Inpatient care unit * Polyclinic unit * Medical laboratory * Medical consulting rooms * Obstetrics & gynaecology unit * Registration area & waiting room  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : concrete slab roof * Aluminium framed doors & windows / solid wood doors * Split type air conditioning * Sanitary ware / plumbing;Java;Jalan Kyai Caringin No. 7, Kelurahan Cideng, Kecamatan Gambir;Jakarta Pusat;Special Capital Region of Jakarta;Indonesia;Documentation In Progress;Design & Documentation;13/06/2022;26/12/2022;23/02/2022 14:45:00;5030;0.35;;Health;;;;;Refurbishment;2;4080;0;;1;0;Government;3;10150;4;;3500;4;Hospital;;;;;;;;;120;DOCUMENTATION IN PROGRESS | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED APRIL 2022 | ARCHITECT NOT DISCLOSED
106262447045302;216865002;1;HOSPITAL - refurbishment - 2 storey;RSUD KEPULAUAN SERIBU;* 2 storey hospital building (approx. 2000 sq m) * Patient recovery rooms * Polyclinic unit * Medical laboratory * Medical consulting rooms * Patient medical record room * Registration area & waiting room  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : steel frame * Aluminium framed doors & windows * Lifts * Sanitary ware / plumbing;Java;Pulau Pramuka, Kelurahan Pulau Panggang, Kecamatan Pulau Seribu;Kepulauan Seribu;Special Capital Region of Jakarta;Indonesia;Documentation In Progress;Design & Documentation;18/04/2022;22/08/2022;23/02/2022 14:40:00;3910;0.272;;Health;;;;;Refurbishment;2;2000;0;;1;0;Government;3;14530;4;;;2;Hospital;;;;;;;;;120;DOCUMENTATION IN PROGRESS | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED MARCH 2022 | ARCHITECT NOT DISCLOSED
106100558795728;212352002;2;FACTORY - new;PRESINDO CENTRAL FACTORY - BREBES;* Melamine & plastic factory * Production lines * Storage area  Building elements include : * Flooring : hardened floor / exposed concrete floor * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Roofing : metal sheet roof * Roof truss : steel frame * Aluminium framed doors & windows / metal doors * Fire protection system;Java;Desa Klampok, Kecamatan Wanasari;Brebes;Central Java;Indonesia;Construction Commenced;Construction;28/01/2022;18/11/2022;23/02/2022 10:48:00;25000;1.753;;Industrial;;;;;New construction;3;5000;0;;1;1;Commercial;4;52252;8;;;;Factory;;;;;;;;;115;MAIN CONTRACTOR APPOINTED BY NEGOTIATION | MAIN CONTRACTOR NOT DISCLOSED | CONSTRUCTION COMMENCED
106261609063394;216842002;1;FACTORY - new - 3 storey;WILMAR PADI INDONESIA FACTORY - NGAWI;* 3 storey rice factory * Conveyor system * Mechanical work * Supply & installation works  Building elements include: * Flooring : ceramic tile / exposed concrete floor * Structural : steel * Ceiling : metal ceiling * Walling : light brick walls / metal walling * Facade : aluminium composite cladding / metal cladding * Roofing : metal sheet roofing * Roof truss : steel frame * Aluminium framed doors & windows / rolling doors * Sanitary ware / plumbing;Java;Jalan Raya Ngawi - Caruban Km. 4, Cabean, Desa Karangtengah Prandon, Kecamatan Ngawi;Ngawi;East Java;Indonesia;Construction Commenced;Construction;26/11/2021;23/09/2022;22/02/2022 18:19:00;80000;5.566;;Industrial;;;;;New construction;3;14000;0;;1;1;Commercial;4;63218;8;;;3;Food & Beverage Processing;Factory;;;;;;;;115;CONSTRUCTION COMMENCED | DESIGN ENGINEER NOT DISCLOSED
106228615265705;136650002;7;HOSPITAL (200 beds) - 5 buildings - new - 3 & 5 storey;RS GUNUNG ANYAR SURABAYA;* 5 x 3 & 5 storey hospital (approx. 10,000 sq m) * Inpatient care unit (200 beds) * Emergency unit * Polyclinic unit * Surgical unit * Medical laboratory * Medical consulting rooms * Patient medical record room * Patient recovery rooms  * Obstetrics & gynecology unit * Registration area & waiting room * Pharmacy room * Neonatal Intensive Care Unit (NICU) * Medical equipment storage room * Landscaping * At grade car park    Building elements include: * Flooring : ceramic tile / vinyl sheet flooring / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls & corner guard / vinyl walling * Roofing : concrete slab roof * Aluminium framed doors & windows / solid wood doors / automatic sliding doors * Lifts * Split type air conditioning / duct connected air conditioning * Fire protection system * Sanitary ware / plumbing * Piling : bored pile;Java;Jalan Raya Wiguna Timur, Kelurahan Gunung Anyar, Kecamatan Gunung Anyar;Surabaya;East Java;Indonesia;Documentation In Progress;Design & Documentation;09/05/2022;29/12/2022;22/02/2022 17:59:00;156419;10.87;;Health;Education;Infrastructure;;;New construction;3;10000;0;;1;1;Government;3;60294;4;;15000;5;Hospital;Medical Centre;Research Centre, Laboratory, Observatory;Road, Surface, Car Park;;;;;;120;DOCUMENTATION COMPLETED | CONTRACT AWARDED FOR CONSTRUCTION MANAGER  | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED MARCH 2022
106231578301819;216187002;1;HOSPITAL - refurbishment - 2 storey;RSUD BHAKTI DHARMA HUSADA;* 2 storey refurbishment hospital building (approx. 500 sq m) * Patient recovery rooms * Polyclinic unit * Medical laboratory * Medical consulting rooms * Patient medical record room * Registration area & waiting room  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : steel frame * Aluminium framed doors & windows * Lifts * Sanitary ware / plumbing;Java;Jalan Kendung No. 115 - 117, Kelurahan Sememi, Kecamatan Benowo;Surabaya;East Java;Indonesia;Building Approval;Design & Documentation;06/07/2022;06/12/2022;22/02/2022 17:06:00;3020;0.21;;Health;;;;;New construction;3;500;0;;1;0;Government;3;60198;4;;;2;Hospital;;;;;;;;;165;CONSTRUCTION PERMIT (IMB) APPROVED | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED JUNE 2022 | ARCHITECT NOT DISCLOSED 
106239524238839;216485002;2;ANIMAL CAGE - new- single storey;KANDANG FREESTALL INDUK SAPI 3;* Single storey animal cage (approx. 2,250 sq m) * Quarantine area * Cattle ramp * Waste disposal system  Building elements include: * Flooring : hardened floor * Ceiling : metal ceiling * Walling : wire walls system * Roofing : PVC Twinwall * Roof truss : steel frame * Aluminium framed doors & windows / fabricated aluminium doors;Java;Farm Manggala, Dusun 4 Karangnangka, Desa Karangtengah, Kecamatan Cilongok;Banyumas;Central Java;Indonesia;Building Approval;Design & Documentation;13/04/2022;16/08/2022;22/02/2022 15:11:00;8381;0.582;;Industrial;;;;;New construction;3;2250;0;;1;0;Government;3;53162;4;;;1;Agricultural, Horticultural Facility;;;;;;;;;165;CONSTRUCTION PERMIT (IMB) APPROVED | CONTRACT AWARDED FOR SUPERVISORY CONSULTANT | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED MARCH 2022
106009567236546;140585002;6;APARTMENTS (560) | SOHO (60) - new - 24 storey;BINTARO PLAZA RESIDENCES (PHASE 2) - CREATIVO TOWER;* 24 storey office building  (approx. 35,000 sq m) * Commercial & retail area * Restaurants & cafe * Work stations & office space * Meeting rooms * Administration facilities * 2 basement levels car park * Swimming pool  Building elements include:  * Flooring : ceramic tile / homogeneous tile / marble * Structural : reinforced concrete  * Ceiling : gypsum board / acoustical ceiling * Walling : light brick walls / precast concrete panel / gypsum board * Facade : glass wall cladding  * Roofing : concrete slab roof  * Aluminium framed doors & windows / automatic sliding doors / solid wood doors * Piling : bored pile   * Lifts * Split type air conditioning / duct connected  air conditioning * Fire protection system * Security system * Sanitary ware / plumbing  * Building automation system  Please find more information www.bintaroplazaresidences.id;Java;Jalan Raya Bintaro Utama Lot 3, Kelurahan Pondok Karya, Kecamatan Pondok Aren;Tangerang Selatan;Special Capital Region of Jakarta;Indonesia;Documentation In Progress;Design & Documentation;15/06/2023;19/12/2025;22/02/2022 13:04:00;315000;21.169;;Residential;Retail;Office;Infrastructure;;New construction;3;35000;1;;1;1;Commercial;4;15225;4;;5200;26;Apartment, Condominium, Townhouse;Shop, Shopping Centre, Supermarket;Restaurant, Cafe, Food Outlet, Canteen;Office;Multi-Storey Car Park;Road, Surface, Car Park;;;;120;DOCUMENTATION IN PROGRESS | TENDERS EXPECTED TO BE INVITED FROM SELECTED MAIN CONTRACTORS 4TH QUARTER 2022 | INTERIOR DESIGNER LISTED
106250449417448;214512002;7;HOSPITAL - refurbishment - single level;RSAB HARAPAN KITA - GEDUNG ANNEX LANTAI 3;* Single level hospital (approx. 900 sq m) * Inpatient room * Patient recovery rooms * Medical consulting suites * Public services counter  Building elements include: * Flooring : ceramic tile * Ceiling : gypsum board * Walling : brick walls * Aluminium framed doors & windows / solid wood doors * Sanitary ware / plumbing;Java;Jalan Letjen S. Parman No. 87, RT. 001 / RW. 008, Kelurahan Kota Bambu Utara, Kecamatan Palmerah;Jakarta Barat;Special Capital Region of Jakarta;Indonesia;Design Contract Awarded / Competition Winner;Concept;22/05/2022;19/12/2022;22/02/2022 12:56:00;2500;0.176;;Health;;;;;Refurbishment;2;900;0;;1;0;Government;3;11420;2;;;3;Hospital;;;;;;;;;122;CONTRACT AWARDED FOR ARCHITECT
106219418232393;185176002;4;RESORT COMPLEX | GLAMOUR CAMPING (40) - new - single storey;HUNI HUNA RESORT NUSA PENIDA;* 40 single storey glamour camping (2 type of glamour camping: approx. 100 & 150 sq m) * Units to have 3 & 4 bedrooms  * Lobby & reception lounge * Restaurant  * Swimming pool, spa  Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural :  reinforced concrete / prefabricated structure * Ceiling : gypsum board * Walling : light brick walls * Roofing :  concrete slab roof * Roof truss : steel frame * Aluminium framed doors & windows / fabricated wood doors * Split type air conditioning * Security system * Sanitary ware / plumbing;Bali;Kelurahan Nusa Penida, Kecamatan Nusa Penida;Klungkung;Bali;Indonesia;Building Application;Design & Documentation;25/07/2023;23/07/2024;21/02/2022 17:47:00;45000;3.131;;Hospitality;Sport & Recreation;Retail;Infrastructure;;New construction;3;5000;0;;1;1;Commercial;4;80771;4;;32900;1;Caravan Park, Camping Ground;Resort;Swimming Pool, Aquatic Centre, Sauna;Restaurant, Cafe, Food Outlet, Canteen;Road, Surface, Car Park;;;;;166;CONSTRUCTION PERMIT (IMB) APPLICATION SUBMITTED | MAIN CONTRACTOR EXPECTED TO BE APPOINTED BY NEGOTIATION | GLAMPING TENTS DESIGNER LISTED
106260595282268;216790002;1;HOTEL (90 rooms) - interior decoration - 6 levels;ROOMS INC BTC PASTEUR (3 STARS);* 6  level hotel interior renovation (approx. 1,080 sq m) * 90 hotel rooms  Building elements include: * Decorative lighting / interior lighting * Decorative wall / interior wall finishes * Interior floor finishes * Ceiling finishes * Partitions * Custom furniture for bedroom;Java;Jalan Dr. Djunjunan No 143-149, Kelurahan Sukagalih, Kecamatan Sukajadi ;Kota Bandung;West Java;Indonesia;Construction Commenced;Construction;21/01/2022;21/08/2022;21/02/2022 17:24:00;3240;0.225;;Hospitality;;;;;New construction;3;1080;0;;1;0;Commercial;4;40173;8;;;8;Hotel;;;;;;;;;115;CONSTRUCTION COMMENCED | MAIN CONTRACTOR NOT DISCLOSED
106256378685635;214524002;7;HOSPITAL - refurbishment - single level;RSAB HARAPAN KITA - GEDUNG UTAMA LANTAI 4 (PHASE 2);* Single level hospital (approx 900 sq m) * Inpatient room * Patient recovery rooms * Medical consulting suites * Public services counter * Associated works  Building elements include: * Flooring : ceramic tile * Ceiling : gypsum board * Walling : brick walls * Roofing : metal sheet roofing * Roof truss : lightweight steel * Aluminium framed doors & windows / solid wood doors * Sanitary ware / plumbing;Java;Jalan Letjen S. Parman No. 87, RT. 001 / RW. 008, Kelurahan Kota Bambu Utara, Kecamatan Palmerah;Jakarta Barat;Special Capital Region of Jakarta;Indonesia;Design Contract Awarded / Competition Winner;Concept;25/05/2022;30/12/2022;21/02/2022 17:18:00;3000;0.212;;Health;;;;;Refurbishment;2;900;0;;1;0;Government;3;11420;2;;;4;Hospital;;;;;;;;;122;CONTRACT AWARDED FOR ARCHITECT
106255524960554;214514002;7;LABORATORY for HOSPITAL - new;RSAB HARAPAN KITA - RUANG CATHLAB;* Laboratory * Cath lab * Medical consulting rooms * Patient medical record room * Registration area & waiting room  Building elements include: * Flooring : ceramic tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / solid wood doors;Java;Jalan Letjen S. Parman No. 87, RT. 001 / RW. 008, Kelurahan Kota Bambu Utara, Kecamatan Palmerah;Jakarta Barat;Special Capital Region of Jakarta;Indonesia;Design Contract Awarded / Competition Winner;Concept;24/05/2022;30/12/2022;21/02/2022 17:17:00;2500;0.176;;Education;Health;;;;New construction;3;500;0;;1;0;Government;3;11420;2;;;;Research Centre, Laboratory, Observatory;Hospital;;;;;;;;122;CONTRACT AWARDED FOR ARCHITECT
106260391549014;216770002;1;FACTORY - new - single storey;GEDUNG PABRIK -  SERPONG;* Single storey factory (approx. 1,500 sq m) * Production lines * Quality control room * Raw materials warehouse * Finished products storage  Building elements include : * Flooring : hardened concrete floor / epoxy flooring * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Roofing : metal sheet roof  * Roof truss : steel frame * Aluminium framed doors & windows / metal doors * Fire protection system * Security system * Piling: jacking pile;Java;Desa Lengkong Gudang, Kecamatan Serpong;Tangerang Selatan;Special Capital Region of Jakarta;Indonesia;Subcontractor(s) Appointed;Construction;11/01/2022;21/09/2022;21/02/2022 15:25:00;9000;0.626;;Industrial;;;;;New construction;3;1500;0;;1;0;Commercial;4;15321;8;;;1;Factory;;;;;;;;;164;CONSTRUCTION COMMENCED |  PILING & BORING SUBCONTRACTOR LISTED | ARCHITECT NOT DISCLOSED | DEVELOPER NOT DISCLOSED
106215644562242;215849002;2;HOTEL (141 rooms) - interior decoration - 7 levels;ARTOTEL SUITES BIANTI (5 STARS);* 7 levels hotel interior renovation (approx. 4,511 sq m) * 141 hotel rooms (84 Superior Room, 53 Deluxe Room, 3 Executive Suite & 1 President Suite) * Hotel lobby & reception lounge  Building elements include: * Decorative lighting / interior lighting * Decorative wall / interior wall finishes * Interior floor finishes * Ceiling finishes * Partitions * Custom furniture bedroom & hotel facilities  Please find more information at www.artotelgroup.com/hotels/artotel-suites/bianti;Java;ARTOTEL Suites Bianti, Jalan Urip Sumoharjo No 37, Kelurahan Klitren, Kecamatan Gondokusuman;Yogyakarta;Yogyakarta;Indonesia;Construction Commenced;Construction;17/02/2022;28/12/2022;18/02/2022 18:27:00;18044;1.255;;Hospitality;;;;;Interior fitout;6;4511;0;;1;1;Commercial;4;55222;8;;;10;Hotel;;;;;;;;;115;DOCUMENTATION COMPLETED | MAIN CONTRACTOR APPOINTED BY NEGOTIATION | CONSTRUCTION COMMENCED | INTERIOR DESIGNER LISTED
106215649348883;201981002;5;APARTMENTS (236) - new - 36 storey;B RESIDENCE GROGOL;* 23 storey apartment (approx. 31,000 sq m) * 236 apartment units (4 types of units : approx. 23.80 sq m, 26.15 sq m, 33 sq m & 50 sq m) * Single basement level car park  * Single storey apartment lobby & reception lounge * 7 storey podium dedicated parking space * 3 storey office area * Single storey apartement facilities & garden area * Ground level car park * Swimming pool * Rooftop garden sky park, barbeque area * Gymnasium, fitness centre * Children's playground  Building elements include: * Flooring : ceramic tile / homogeneous tile  * Structural :  reinforced concrete * Ceiling : gypsum board  * Walling : light brick walls / precast concrete wall panel * Roofing : concrete slab roof  * Aluminium framed doors & windows / fabricated wood doors  * Piling : bored pile * Lifts * Split type air conditioning / duct connected  air conditioning * Fire protection system * Security system * Sanitary ware / plumbing  Please find more information at www.b-residencegrogol.co.id/;Java;Jalan Daan Mogot No. 79, Kelurahan Duri Kepa, Kecamatan Kebon Jeruk;Jakarta Barat;Special Capital Region of Jakarta;Indonesia;Building Approval;Design & Documentation;11/07/2022;03/03/2025;18/02/2022 16:25:00;170000;11.814;;Residential;Sport & Recreation;Infrastructure;Office;Retail;New construction;3;31000;0;;1;1;Commercial;4;11510;4;;4137;37;Apartment, Condominium, Townhouse;Park, Playground;Swimming Pool, Aquatic Centre, Sauna;Multi-Storey Car Park;Office;Showroom, Retail Warehouse, Market;;;;165;CONSTRUCTION PERMIT (IMB) APPROVED | TENDERS EXPECTED TO BE INVITED FROM SELECTED MAIN CONTRACTORS 2ND QUARTER 2022 | PILING CONTRACTOR LISTED
106257501029438;216751002;1;HOSPITAL for UNIVERSITY - new - 6 storey;UNIVERSITAS MATARAM - RUMAH SAKIT;* 6 storey teaching hospital (approx. 6,000 sq m) * Inpatient care unit  * Emergency unit * Polyclinic unit * Medical laboratory * Medical consulting rooms * Patient medical record room * Registration area & waiting room * Medical equipment storage room * At grade car park  Building elements include: * Flooring : ceramic tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile  * Roof truss : lightweight steel * Aluminium framed doors & windows / solid wood doors * Piling : bored pile  * Lifts * Split type air conditioning * Sanitary ware / plumbing;Nusa Tenggara;Jalan Majapahit No. 10, Kelurahan Gomong, Kecamatan Selaparang;Mataram;West Nusa Tenggara;Indonesia;Building Application;Design & Documentation;01/02/2023;31/12/2023;18/02/2022 16:20:00;36000;2.505;;Health;Education;;;;New construction;3;6000;0;;1;1;Government;3;83125;4;;;6;Hospital;University, College, Institute;;;;;;;;166;CONSTRUCTION PERMIT (IMB) APPLICATION SUBMITTED | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED JANUARY 2023.
106254656737928;215324002;4;FLATS - refurbishment - 6 storey;RUMAH SUSUN JATIRAWASARI (PACKAGE 2022);* 6 storey public housing flats * Multipurpose room  Building elements include: * Fire protection system / MCFA network * CCTV system installation / loudspeaker * Sanitary ware / plumbing;Java;Jalan Jati Rawasari, RT 06 / RW 13, Kelurahan Rawasari, Kecamatan Cempaka Putih;Jakarta Pusat;Special Capital Region of Jakarta;Indonesia;Design Contract Awarded / Competition Winner;Concept;08/08/2022;30/12/2022;18/02/2022 16:06:00;8817;0.613;;Residential;;;;;Refurbishment;2;1803;0;;1;0;Government;3;10570;2;;20000;6;Apartment, Condominium, Townhouse;;;;;;;;;122;CONTRACT AWARDED FOR ARCHITECT
106243539106879;213840002;4;UNIVERSITY - new - 4 storey;UNIVERSITAS ISLAM NEGERI SAIFUDDIN ZUHRI PURBALINGGA (UIN SAIZU) - GEDUNG PENDIDIKAN KAMPUS 2 - GEDUNG FAKULTAS SAINS DAN TEKNOLOGI (SAINTEK);* 4 storey campus building * Classrooms * Lecturer rooms  * Library room * Administrative office * At grade car park  Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural :  reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Facade : glass wall cladding * Roofing : concrete slab roof * Piling : bored pile / precast pile * Aluminium framed doors & windows / fabricated wood doors * Sanitary ware;Java;Jalan M.T. Haryono, Kelurahan Karangsentul, Kecamatan Padamara;Purbalingga;Central Java;Indonesia;Plans In Progress;Design & Documentation;07/06/2022;07/06/2023;18/02/2022 16:04:00;37600;2.616;;Education;Infrastructure;Office;Community & Cultural;;New construction;3;6000;0;;1;1;Government;3;53372;4;;170000;4;University, College, Institute;Road, Surface, Car Park;Office;Library;;;;;;104;SKETCH PLANS COMMENCED | CONTRACT AWARDED FOS CONSTRUCTION MANAGER | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED APRIL 2022 
106232640805732;215673002;3;FACTORIES (90) for INDUSTRIAL ESTATE - new - single storey;KAWASAN INDUSTRI TERPADU BATANG - FACTORIES (PHASE 1);* 90 single storey ready to use factories * Quality control room * Mosque * Office  Building elements include: * Flooring : ceramic tile / hardened concrete floor * Structural : steel * Ceiling : metal ceiling * Walling : light brick walls / metal walling * Facade : aluminium composite cladding / metal cladding * Roofing : metal sheet roofing * Roof truss : steel frame * Aluminium framed doors & windows / rolling doors * Sanitary ware / plumbing;Java;Kawasan Industri Terpadu Batang, Jalan Tol Semarang - Batang, Desa Ketanggan, Kecamatan Gringsing;Batang;Central Java;Indonesia;Tender Closed - Contract Not Yet Awarded ;Pre-Construction;16/09/2022;27/12/2024;18/02/2022 13:35:00;396418;27.577;;Industrial;Community & Cultural;Office;;;New construction;3;80000;0;;1;1;Commercial;4;51281;6;;4500000;1;Factory;Religious Building;Office;;;;;;;119;OPEN TENDERS ADVERTISED FOR DESIGN CONSTRUCT CONTRACT CLOSED | CONTRACT EXPECTED TO BE AWARDED MARCH 2022 | OPEN TENDERS ADVERTISED FOR PROJECT MANAGEMENT CONSULTANT CLOSED | CONTRACT EXPECTED TO BE AWARDED MARCH 2022 | MASTER PLANNER LISTED
106225511448987;213728002;8;COLLEGE - completion - 8 storey;POLITEKNIK ENJINIRING PERTANIAN INDONESIA (PEPI) - GEDUNG PENDIDIKAN;Completion of 8 storey campus building (approx. 8,713 sq m), to include : * Student dormitory building  * Dormitory units * Classrooms * Lecturer rooms * Library room * Science laboratory * Rector rooms * Administrative office * Multipurpose room * Community centre * Communal bathrooms * At grade car park  Building elements include: * Flooring : ceramic tile / homogeneous tile * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete slab roof * 2 lifts * Aluminium framed doors & windows / fabricated wood doors;Java;Jalan Sinarmas Boulevard, Kelurahan Situ Gadung, Kecamatan Pagedangan;Kabupaten Tangerang;Special Capital Region of Jakarta;Indonesia;Construction Commenced;Construction;01/02/2022;30/12/2022;17/02/2022 17:57:00;49489;3.443;;Education;Community & Cultural;Residential;;;Extension;5;8713;0;;1;1;Government;3;15338;8;;40000;8;University, College, Institute;Research Centre, Laboratory, Observatory;Community Hall, Community Centre;Library;Dormitory;;;;;115;CONSTRUCTION COMMENCED
106239645259839;215375002;3;COW SHED - new - single storey;KANDANG SAPI KOTA SEMARANG;* Single storey cowhouse (approx. 800 sq m) * Quarantine area * Cattle ramp * Waste disposal system  Building elements include: * Flooring : hardened floor * Structural : steel construction * Ceiling : metal ceiling * Walling : light brick walls / metal walling * Roofing : metal sheet roofing * Roof truss : steel frame * Aluminium framed doors & windows / fabricated wood doors;Java;Kelurahan Gedawang, Kecamatan Banyumanik;Kota Semarang;Central Java;Indonesia;Building Approval;Design & Documentation;05/04/2022;14/09/2022;17/02/2022 15:53:00;4600;0.32;;Industrial;;;;;New construction;3;800;0;;1;0;Government;3;50252;4;;;1;Agricultural, Horticultural Facility;;;;;;;;;165;CONSTRUCTION PERMIT (IMB) APPROVED | OPEN TENDERS FOR MAIN CONTRACT CANCELLED | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE RE-ADVERTISED MARCH 2022
106236579310524;215899002;3;FLATS (80) for MILITARY HOUSING - 2 buildings - new - 4 storey;PANGKALAN UTAMA TNI ANGKATAN LAUT V (LANTAMAL V)  - FLAT (PAKET 1);* 2 x 4 storey housing flats for military housing (approx. 4,680 sq m) * 80 units (single type of units : approx. 45 sq m) * Communal room * At grade car park  Building elements include: * Flooring : ceramic tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : metal sheet roofing * Roof truss : lightweight steel * Aluminium framed doors & windows / solid wood doors * Fire protection system * Sanitary ware / plumbing;Java;Rusunawa Pesapen, Kelurahan Krembangan Selatan, Kecamatan Krembangan;Surabaya;East Java;Indonesia;Construction Commenced;Construction;16/02/2022;16/08/2022;17/02/2022 15:42:00;26401;1.835;;Residential;Legal & Military;Infrastructure;;;New construction;3;4680;0;;1;1;Government;3;60175;8;;;4;Apartment, Condominium, Townhouse;Military Housing, College;Road, Surface, Car Park;;;;;;;115;CONSTRUCTION COMMENCED | CONTRACT AWARDED FOR SUPERVISORY CONSULTANT
